avg_bits_per_edge,avg_edge_f1,avg_edges,avg_exact_reconstruction,avg_executable,avg_lossless_expand_match,avg_macro_token_share,avg_nodes,avg_original_tokens,avg_raw_edge_f1,avg_strict_exact_reconstruction,avg_structure_edge_f1,avg_tokens,avg_vocab_proxy,dataset,failed_graphs,graphs,mode,split,test_graphs,train_graphs,val_graphs
32.9349963186343,1.0,80.0875,1.0,1.0,1.0,0.0,42.7125,209.7875,0.38296700864382843,0.0,1.0,209.7875,26.5625,PROTEINS,0,80,original,val,,,
13.350959519996838,1.0,80.0875,1.0,1.0,1.0,0.0,42.7125,209.7875,0.38296700864382843,0.0,1.0,91.475,44.9,PROTEINS,0,80,compact,val,,,
10.667476198746016,1.0,80.0875,1.0,1.0,1.0,0.0,42.7125,209.7875,0.38296700864382843,0.0,1.0,91.475,44.9,PROTEINS,0,80,entropy,val,,,
3.2122590847735384,1.0,80.0875,1.0,1.0,1.0,0.2758219477395292,42.7125,209.7875,0.38296700864382843,0.0,1.0,22.55,16.025,PROTEINS,0,80,motif_macro,val,,,
2.6175254835627113,1.0,80.0875,1.0,1.0,1.0,0.2758219477395292,42.7125,209.7875,0.38296700864382843,0.0,1.0,22.55,16.025,PROTEINS,0,80,motif_entropy,val,,,
3.012280377041955,1.0,80.0875,1.0,1.0,1.0,0.26807913091376095,42.7125,209.7875,0.38296700864382843,0.0,1.0,23.75,16.7125,PROTEINS,0,80,motif_hybrid,val,,,
32.86620476469693,1.0,67.98333333333333,1.0,1.0,1.0,0.0,37.1,177.21666666666667,0.35918616656302144,0.0,1.0,177.21666666666667,27.366666666666667,PROTEINS,0,120,original,test,,,
13.536396555444535,1.0,67.98333333333333,1.0,1.0,1.0,0.0,37.1,177.21666666666667,0.35918616656302144,0.0,1.0,78.4,44.208333333333336,PROTEINS,0,120,compact,test,,,
10.7355296448157,1.0,67.98333333333333,1.0,1.0,1.0,0.0,37.1,177.21666666666667,0.35918616656302144,0.0,1.0,78.4,44.208333333333336,PROTEINS,0,120,entropy,test,,,
3.2666097378229932,1.0,67.98333333333333,1.0,1.0,1.0,0.2743337981315641,37.1,177.21666666666667,0.35918616656302144,0.0,1.0,19.7,14.816666666666666,PROTEINS,0,120,motif_macro,test,,,
2.729840471688198,1.0,67.98333333333333,1.0,1.0,1.0,0.2743337981315641,37.1,177.21666666666667,0.35918616656302144,0.0,1.0,19.7,14.816666666666666,PROTEINS,0,120,motif_entropy,test,,,
3.1045920401553624,1.0,67.98333333333333,1.0,1.0,1.0,0.2650045403354584,37.1,177.21666666666667,0.35918616656302144,0.0,1.0,20.775,15.508333333333333,PROTEINS,0,120,motif_hybrid,test,,,
,,,,,,,,,,,,,,QM9,,300,dataset,dataset,67,200,33
15.159616290004232,1.0,19.21,1.0,1.0,1.0,0.0,18.555,25.44,0.33074733738726536,0.0,1.0,25.44,21.72,QM9,0,200,original,train,,,
4.467441355205932,1.0,19.21,1.0,1.0,1.0,0.0,18.555,25.44,0.33074733738726536,0.0,1.0,8.71,8.63,QM9,0,200,compact,train,,,
3.9154285777930333,1.0,19.21,1.0,1.0,1.0,0.0,18.555,25.44,0.33074733738726536,0.0,1.0,8.71,8.63,QM9,0,200,entropy,train,,,
2.5458287519306464,1.0,19.21,1.0,1.0,1.0,0.15975,18.555,25.44,0.33074733738726536,0.0,1.0,5.22,5.205,QM9,0,200,motif_macro,train,,,
5.206992840917474,1.0,19.21,1.0,1.0,1.0,0.15975,18.555,25.44,0.33074733738726536,0.0,1.0,5.22,5.205,QM9,0,200,motif_entropy,train,,,
3.8416744529209508,1.0,19.21,1.0,1.0,1.0,0.0,18.555,25.44,0.33074733738726536,0.0,1.0,8.71,8.63,QM9,0,200,motif_hybrid,train,,,
20.290297964018862,1.0,18.939393939393938,1.0,1.0,1.0,0.0,18.303030303030305,35.21212121212121,0.21161458688242546,0.0,1.0,35.21212121212121,15.272727272727273,QM9,0,33,original,val,,,
